"CQ_ID","Material","Relation_path","Target_entities","Record_ID","Evidence_ID"
"CQ15","PCC1/PHCF-Gel senolytic hydrogel","MaterialPlatform -[USES]-> DesignMode: Hydrogel | MaterialPlatform -[COMPOSED_OF]-> MaterialComposition: PHCF-Gel hydrogel network; Procyanidin C1 | MaterialPlatform -[FABRICATED_BY]-> FabricationStrategy: PHCF-Gel preparation | MaterialPlatform -[RESPONDS_TO]-> Stimulus: ROS | MaterialPlatform -[RELEASES]-> TherapeuticCargo: Procyanidin C1 | MaterialPlatform -[TARGETS]-> TargetCell: Endothelial/vascular cells; Macrophages/innate immune cells | MaterialPlatform -[VALIDATED_AT]-> ValidationStage: Cell; Small Animal","DesignMode={Hydrogel} | MaterialComposition={PHCF-Gel hydrogel network; Procyanidin C1} | FabricationStrategy={PHCF-Gel preparation} | Stimulus={ROS} | TherapeuticCargo={Procyanidin C1} | TargetCell={Endothelial/vascular cells; Macrophages/innate immune cells} | ValidationStage={Cell; Small Animal}","FS0247","EV000633; EV000634; EV000635; EV000636; EV000637; EV000638; EV000639; EV000640; EV000641; EV001766"
"CQ15","Smart spatiotemporal drug-delivery hydrogels","MaterialPlatform -[USES]-> DesignMode: Hydrogel | MaterialPlatform -[FABRICATED_BY]-> FabricationStrategy: One-pot synthesis | MaterialPlatform -[RESPONDS_TO]-> Stimulus: Acidic pH; ROS | MaterialPlatform -[DELIVERS]-> TherapeuticCargo: metformin | MaterialPlatform -[TARGETS]-> TargetCell: Endothelial/vascular cells; Mesenchymal stem/stromal cells | MaterialPlatform -[MODULATES]-> Mechanism: ROS/oxidative-stress control | MaterialPlatform -[PROMOTES]-> RegenerativeEndpoint: Bone regeneration/osteogenesis | MaterialPlatform -[VALIDATED_AT]-> ValidationStage: Cell; Human-derived; Small Animal","DesignMode={Hydrogel} | FabricationStrategy={One-pot synthesis} | Stimulus={Acidic pH; ROS} | TherapeuticCargo={metformin} | TargetCell={Endothelial/vascular cells; Mesenchymal stem/stromal cells} | Mechanism={ROS/oxidative-stress control} | RegenerativeEndpoint={Bone regeneration/osteogenesis} | ValidationStage={Cell; Human-derived; Small Animal}","FS0248","EV000642; EV000643; EV000644; EV000645; EV000646; EV000647; EV000648; EV000649; EV000650; EV000651; EV001767; EV001863"
"CQ15","PTHrP supramolecular-peptide-loaded dual-network hydrogel","MaterialPlatform -[USES]-> DesignMode: Hydrogel | MaterialPlatform -[COMPOSED_OF]-> MaterialComposition: dual-network hydrogel; Parathyroid-hormone-related peptide; supramolecular peptide | MaterialPlatform -[RESPONDS_TO]-> Stimulus: Mechanical force | MaterialPlatform -[TARGETS]-> TargetCell: Fibroblasts/keratinocytes/skin cells | MaterialPlatform -[PROMOTES]-> RegenerativeEndpoint: Wound healing/skin regeneration | MaterialPlatform -[VALIDATED_AT]-> ValidationStage: Cell; Small Animal","DesignMode={Hydrogel} | MaterialComposition={dual-network hydrogel; Parathyroid-hormone-related peptide; supramolecular peptide} | Stimulus={Mechanical force} | TargetCell={Fibroblasts/keratinocytes/skin cells} | RegenerativeEndpoint={Wound healing/skin regeneration} | ValidationStage={Cell; Small Animal}","FS0270","EV000673; EV000674; EV000675; EV000676; EV000678; EV000679; EV000680; EV000681; EV001865"
"CQ15","Lesion-localized hydrogels functionalized with engineered extracellular matrix","MaterialPlatform -[USES]-> DesignMode: Biomimetic ECM/cell construct; Hydrogel | MaterialPlatform -[FABRICATED_BY]-> FabricationStrategy: Decellularization and ECM processing | MaterialPlatform -[TARGETS]-> TargetCell: Chondrocytes/cartilage progenitors | MaterialPlatform -[MODULATES]-> Mechanism: Mitochondrial homeostasis/mitophagy | MaterialPlatform -[PROMOTES]-> RegenerativeEndpoint: Cartilage regeneration/chondroprotection | MaterialPlatform -[VALIDATED_AT]-> ValidationStage: Cell; Small Animal","DesignMode={Biomimetic ECM/cell construct; Hydrogel} | FabricationStrategy={Decellularization and ECM processing} | TargetCell={Chondrocytes/cartilage progenitors} | Mechanism={Mitochondrial homeostasis/mitophagy} | RegenerativeEndpoint={Cartilage regeneration/chondroprotection} | ValidationStage={Cell; Small Animal}","FS0279","EV000690; EV000691; EV000692; EV000693; EV000694; EV000695; EV000696; EV000697"
"CQ15","Orbital hybridization-mediated nanozymes","MaterialPlatform -[COMPOSED_OF]-> MaterialComposition: CuSn dual-atom-site nanozymes (CuSnDASNs); n-Butylphthalide (NBP) | MaterialPlatform -[FABRICATED_BY]-> FabricationStrategy: Surface coating | MaterialPlatform -[TARGETS]-> TargetCell: Endothelial/vascular cells; Mesenchymal stem/stromal cells | MaterialPlatform -[MODULATES]-> Mechanism: ROS/oxidative-stress control | MaterialPlatform -[PROMOTES]-> RegenerativeEndpoint: Bone regeneration/osteogenesis | MaterialPlatform -[VALIDATED_AT]-> ValidationStage: Cell; Small Animal","MaterialComposition={CuSn dual-atom-site nanozymes (CuSnDASNs); n-Butylphthalide (NBP)} | FabricationStrategy={Surface coating} | TargetCell={Endothelial/vascular cells; Mesenchymal stem/stromal cells} | Mechanism={ROS/oxidative-stress control} | RegenerativeEndpoint={Bone regeneration/osteogenesis} | ValidationStage={Cell; Small Animal}","FS0283","EV000705; EV000706; EV000707; EV000708; EV000709; EV000710; EV000711; EV000712; EV001771"
"CQ15","GelMA@ZIF-8/PGE microsphere–hydrogel platform","MaterialPlatform -[USES]-> DesignMode: Hydrogel | MaterialPlatform -[COMPOSED_OF]-> MaterialComposition: gelatin methacryloyl (GelMA); Poly(ethylene glycol) diacrylate (PEGDA); Zeolitic imidazolate framework-8 (ZIF-8) | MaterialPlatform -[FABRICATED_BY]-> FabricationStrategy: Microfluidic fabrication; One-pot synthesis | MaterialPlatform -[DELIVERS]-> TherapeuticCargo: rapamycin | MaterialPlatform -[RELEASES]-> TherapeuticCargo: rapamycin | MaterialPlatform -[TARGETS]-> TargetCell: Fibroblasts/keratinocytes/skin cells | MaterialPlatform -[PROMOTES]-> RegenerativeEndpoint: Wound healing/skin regeneration | MaterialPlatform -[VALIDATED_AT]-> ValidationStage: Cell; Small Animal","DesignMode={Hydrogel} | MaterialComposition={gelatin methacryloyl (GelMA); Poly(ethylene glycol) diacrylate (PEGDA); Zeolitic imidazolate framework-8 (ZIF-8)} | FabricationStrategy={Microfluidic fabrication; One-pot synthesis} | TherapeuticCargo={rapamycin} | TherapeuticCargo={rapamycin} | TargetCell={Fibroblasts/keratinocytes/skin cells} | RegenerativeEndpoint={Wound healing/skin regeneration} | ValidationStage={Cell; Small Animal}","FS0295","EV000724; EV000725; EV000726; EV000727; EV000728; EV000729; EV000730; EV000731; EV000732; EV000733; EV001845; EV001846"
"CQ15","MMZ@Si–P53 hydrogel","MaterialPlatform -[USES]-> DesignMode: Hydrogel | MaterialPlatform -[COMPOSED_OF]-> MaterialComposition: MMZ | MaterialPlatform -[RESPONDS_TO]-> Stimulus: Acidic pH | MaterialPlatform -[TARGETS]-> TargetCell: Mesenchymal stem/stromal cells; Neural stem cells/neurons/glia | MaterialPlatform -[MODULATES]-> Mechanism: p16/p21/p53–Rb cell-cycle arrest | MaterialPlatform -[PROMOTES]-> RegenerativeEndpoint: Bone regeneration/osteogenesis | MaterialPlatform -[VALIDATED_AT]-> ValidationStage: Cell; Small Animal","DesignMode={Hydrogel} | MaterialComposition={MMZ} | Stimulus={Acidic pH} | TargetCell={Mesenchymal stem/stromal cells; Neural stem cells/neurons/glia} | Mechanism={p16/p21/p53–Rb cell-cycle arrest} | RegenerativeEndpoint={Bone regeneration/osteogenesis} | ValidationStage={Cell; Small Animal}","FS0296","EV000734; EV000735; EV000736; EV000737; EV000738; EV000739; EV000740; EV001773; EV001774"
"CQ15","Injectable microgels carrying engineered biomimetic nanoparticles","MaterialPlatform -[USES]-> DesignMode: Nanoparticle/nanoplatform | MaterialPlatform -[FABRICATED_BY]-> FabricationStrategy: Extrusion | MaterialPlatform -[DELIVERS]-> TherapeuticCargo: ABT263 | MaterialPlatform -[RELEASES]-> TherapeuticCargo: ABT263 | MaterialPlatform -[TARGETS]-> TargetCell: Chondrocytes/cartilage progenitors; Mesenchymal stem/stromal cells; Senescent cells | MaterialPlatform -[VALIDATED_AT]-> ValidationStage: Cell; Small Animal","DesignMode={Nanoparticle/nanoplatform} | FabricationStrategy={Extrusion} | TherapeuticCargo={ABT263} | TherapeuticCargo={ABT263} | TargetCell={Chondrocytes/cartilage progenitors; Mesenchymal stem/stromal cells; Senescent cells} | ValidationStage={Cell; Small Animal}","FS0300","EV000741; EV000742; EV000743; EV000744; EV000745; EV000746; EV000747; EV000748; EV001869"
"CQ15","LINE1-ASO-loaded selectin-binding-peptide-engineered extracellular vesicles","MaterialPlatform -[COMPOSED_OF]-> MaterialComposition: LINE1 antisense oligonucleotide; selectin-binding-peptide-engineered extracellular vesicles | MaterialPlatform -[FABRICATED_BY]-> FabricationStrategy: Electroporation loading of LINE1-targeting ASO into SBP-EVs | MaterialPlatform -[TARGETS]-> TargetCell: Endothelial/vascular cells | MaterialPlatform -[PROMOTES]-> RegenerativeEndpoint: Cardiac repair/function | MaterialPlatform -[VALIDATED_AT]-> ValidationStage: Cell; Human-derived; Small Animal","MaterialComposition={LINE1 antisense oligonucleotide; selectin-binding-peptide-engineered extracellular vesicles} | FabricationStrategy={Electroporation loading of LINE1-targeting ASO into SBP-EVs} | TargetCell={Endothelial/vascular cells} | RegenerativeEndpoint={Cardiac repair/function} | ValidationStage={Cell; Human-derived; Small Animal}","FS0303","EV000749; EV000750; EV000751; EV000752; EV000753; EV000754; EV000756; EV001775"
"CQ15","OSK-protein-delivery and inflammatory-niche-remodeling platform","MaterialPlatform -[USES]-> DesignMode: Coating/surface; Nanoparticle/nanoplatform | MaterialPlatform -[FABRICATED_BY]-> FabricationStrategy: Surface coating | MaterialPlatform -[RESPONDS_TO]-> Stimulus: Glutathione | MaterialPlatform -[DELIVERS]-> TherapeuticCargo: OSK reprogramming proteins | MaterialPlatform -[TARGETS]-> TargetCell: Nucleus pulposus/annulus fibrosus cells | MaterialPlatform -[MODULATES]-> Mechanism: NF-κB/SASP/inflammatory signaling | MaterialPlatform -[VALIDATED_AT]-> ValidationStage: Cell; Small Animal","DesignMode={Coating/surface; Nanoparticle/nanoplatform} | FabricationStrategy={Surface coating} | Stimulus={Glutathione} | TherapeuticCargo={OSK reprogramming proteins} | TargetCell={Nucleus pulposus/annulus fibrosus cells} | Mechanism={NF-κB/SASP/inflammatory signaling} | ValidationStage={Cell; Small Animal}","FS0308","EV000762; EV000763; EV000764; EV000765; EV000766; EV000767; EV000768; EV000769; EV000770"
"CQ15","rhCOL17-P334 conjugate","MaterialPlatform -[USES]-> DesignMode: Hydrogel | MaterialPlatform -[COMPOSED_OF]-> MaterialComposition: P334 peptide; Recombinant human collagen XVII fragment | MaterialPlatform -[FABRICATED_BY]-> FabricationStrategy: Photocrosslinking | MaterialPlatform -[TARGETS]-> TargetCell: Fibroblasts/keratinocytes/skin cells | MaterialPlatform -[PROMOTES]-> RegenerativeEndpoint: Wound healing/skin regeneration | MaterialPlatform -[VALIDATED_AT]-> ValidationStage: Cell; Human-derived; Small Animal","DesignMode={Hydrogel} | MaterialComposition={P334 peptide; Recombinant human collagen XVII fragment} | FabricationStrategy={Photocrosslinking} | TargetCell={Fibroblasts/keratinocytes/skin cells} | RegenerativeEndpoint={Wound healing/skin regeneration} | ValidationStage={Cell; Human-derived; Small Animal}","FS0310","EV000771; EV000772; EV000773; EV000774; EV000775; EV000776; EV000777; EV001870; EV001871"
"CQ15","TPG@ChSMA mitochondrial-targeted hydrogel","MaterialPlatform -[USES]-> DesignMode: Hydrogel | MaterialPlatform -[COMPOSED_OF]-> MaterialComposition: chondroitin-sulfate-methacrylate hydrogel; TPG | MaterialPlatform -[DELIVERS]-> TherapeuticCargo: TPG | MaterialPlatform -[RELEASES]-> TherapeuticCargo: TPG | MaterialPlatform -[TARGETS]-> TargetCell: Mesenchymal stem/stromal cells; Senescent cells | MaterialPlatform -[PROMOTES]-> RegenerativeEndpoint: Bone regeneration/osteogenesis | MaterialPlatform -[VALIDATED_AT]-> ValidationStage: Cell; Small Animal","DesignMode={Hydrogel} | MaterialComposition={chondroitin-sulfate-methacrylate hydrogel; TPG} | TherapeuticCargo={TPG} | TherapeuticCargo={TPG} | TargetCell={Mesenchymal stem/stromal cells; Senescent cells} | RegenerativeEndpoint={Bone regeneration/osteogenesis} | ValidationStage={Cell; Small Animal}","FS0313","EV000791; EV000792; EV000793; EV000794; EV000795; EV000796; EV000797; EV000798; EV000799; EV000800"
"CQ15","CAP-CD56+CD271+ BMSC-exosome-loaded PVA/SA hydrogel","MaterialPlatform -[USES]-> DesignMode: Hydrogel | MaterialPlatform -[RELEASES]-> TherapeuticCargo: Exosomes | MaterialPlatform -[TARGETS]-> TargetCell: Chondrocytes/cartilage progenitors; Mesenchymal stem/stromal cells | MaterialPlatform -[MODULATES]-> Mechanism: p16/p21/p53–Rb cell-cycle arrest | MaterialPlatform -[PROMOTES]-> RegenerativeEndpoint: Cartilage regeneration/chondroprotection | MaterialPlatform -[VALIDATED_AT]-> ValidationStage: Cell; Small Animal","DesignMode={Hydrogel} | TherapeuticCargo={Exosomes} | TargetCell={Chondrocytes/cartilage progenitors; Mesenchymal stem/stromal cells} | Mechanism={p16/p21/p53–Rb cell-cycle arrest} | RegenerativeEndpoint={Cartilage regeneration/chondroprotection} | ValidationStage={Cell; Small Animal}","FS0322","EV000801; EV000802; EV000803; EV000804; EV000805; EV000806; EV000807; EV000808"
"CQ15","AAV-loaded extracellular-vesicle biomimetic gene-delivery system","MaterialPlatform -[USES]-> DesignMode: Hydrogel; Scaffold | MaterialPlatform -[FABRICATED_BY]-> FabricationStrategy: Self-assembly | MaterialPlatform -[TARGETS]-> TargetCell: Endothelial/vascular cells; Macrophages/innate immune cells | MaterialPlatform -[MODULATES]-> Mechanism: Angiogenic/HIF–VEGF signaling | MaterialPlatform -[VALIDATED_AT]-> ValidationStage: Cell; Human-derived","DesignMode={Hydrogel; Scaffold} | FabricationStrategy={Self-assembly} | TargetCell={Endothelial/vascular cells; Macrophages/innate immune cells} | Mechanism={Angiogenic/HIF–VEGF signaling} | ValidationStage={Cell; Human-derived}","FS0326","EV000819; EV000820; EV000821; EV000822; EV000823; EV000824; EV000825; EV001780"
"CQ15","Mitochondria-targeted MET-MA carbon dots","MaterialPlatform -[USES]-> DesignMode: Coating/surface; Hydrogel | MaterialPlatform -[COMPOSED_OF]-> MaterialComposition: MET-MA carbon dots | MaterialPlatform -[TARGETS]-> TargetCell: Mesenchymal stem/stromal cells; Osteoblasts/osteocytes/osteoclasts | MaterialPlatform -[PROMOTES]-> RegenerativeEndpoint: Vascular regeneration/angiogenesis | MaterialPlatform -[VALIDATED_AT]-> ValidationStage: Cell; Small Animal","DesignMode={Coating/surface; Hydrogel} | MaterialComposition={MET-MA carbon dots} | TargetCell={Mesenchymal stem/stromal cells; Osteoblasts/osteocytes/osteoclasts} | RegenerativeEndpoint={Vascular regeneration/angiogenesis} | ValidationStage={Cell; Small Animal}","FS0328","EV000832; EV000833; EV000834; EV000835; EV000836; EV000837; EV000838; EV000839"
"CQ15","MOTS-c-modified functional self-assembly peptide hydrogels","MaterialPlatform -[USES]-> DesignMode: Hydrogel | MaterialPlatform -[FABRICATED_BY]-> FabricationStrategy: Self-assembly | MaterialPlatform -[DELIVERS]-> TherapeuticCargo: NP-MSCs | MaterialPlatform -[TARGETS]-> TargetCell: Mesenchymal stem/stromal cells; Nucleus pulposus/annulus fibrosus cells | MaterialPlatform -[MODULATES]-> Mechanism: AMPK–mTOR–sirtuin signaling | MaterialPlatform -[PROMOTES]-> RegenerativeEndpoint: Intervertebral-disc regeneration | MaterialPlatform -[VALIDATED_AT]-> ValidationStage: Cell; Human-derived; Small Animal","DesignMode={Hydrogel} | FabricationStrategy={Self-assembly} | TherapeuticCargo={NP-MSCs} | TargetCell={Mesenchymal stem/stromal cells; Nucleus pulposus/annulus fibrosus cells} | Mechanism={AMPK–mTOR–sirtuin signaling} | RegenerativeEndpoint={Intervertebral-disc regeneration} | ValidationStage={Cell; Human-derived; Small Animal}","FS0338","EV000845; EV000846; EV000847; EV000848; EV000849; EV000850; EV000851; EV000852; EV000853; EV001781"
"CQ15","Injectable glycyrrhizic-acid hydrogel microspheres","MaterialPlatform -[USES]-> DesignMode: Hydrogel | MaterialPlatform -[FABRICATED_BY]-> FabricationStrategy: Microfluidic fabrication | MaterialPlatform -[TARGETS]-> TargetCell: Macrophages/innate immune cells; Mesenchymal stem/stromal cells; Senescent cells | MaterialPlatform -[PROMOTES]-> RegenerativeEndpoint: Bone regeneration/osteogenesis | MaterialPlatform -[VALIDATED_AT]-> ValidationStage: Cell; Small Animal","DesignMode={Hydrogel} | FabricationStrategy={Microfluidic fabrication} | TargetCell={Macrophages/innate immune cells; Mesenchymal stem/stromal cells; Senescent cells} | RegenerativeEndpoint={Bone regeneration/osteogenesis} | ValidationStage={Cell; Small Animal}","FS0341","EV000854; EV000855; EV000856; EV000857; EV000858; EV000859; EV000860; EV000861"
"CQ15","Multifunctional pH-responsive microneedles","MaterialPlatform -[USES]-> DesignMode: Microneedle | MaterialPlatform -[RESPONDS_TO]-> Stimulus: Acidic pH | MaterialPlatform -[TARGETS]-> TargetCell: Periodontal/dental stem cells | MaterialPlatform -[MODULATES]-> Mechanism: Angiogenic/HIF–VEGF signaling | MaterialPlatform -[PROMOTES]-> RegenerativeEndpoint: Bone regeneration/osteogenesis | MaterialPlatform -[VALIDATED_AT]-> ValidationStage: Cell; Human-derived; Small Animal","DesignMode={Microneedle} | Stimulus={Acidic pH} | TargetCell={Periodontal/dental stem cells} | Mechanism={Angiogenic/HIF–VEGF signaling} | RegenerativeEndpoint={Bone regeneration/osteogenesis} | ValidationStage={Cell; Human-derived; Small Animal}","FS0346","EV000867; EV000868; EV000869; EV000870; EV000871; EV000872; EV000873; EV001783"
"CQ15","Bioinspired Microgel Assembly of Liver-Derived Decellularized Extracellular Matrix","MaterialPlatform -[USES]-> DesignMode: Biomimetic ECM/cell construct | MaterialPlatform -[COMPOSED_OF]-> MaterialComposition: gelatin methacryloyl (GelMA); porcine liver-derived decellularized extracellular matrix (dECM) | MaterialPlatform -[FABRICATED_BY]-> FabricationStrategy: Decellularization and ECM processing; Microfluidic fabrication | MaterialPlatform -[TARGETS]-> TargetCell: Periodontal/dental stem cells | MaterialPlatform -[VALIDATED_AT]-> ValidationStage: Cell; Human-derived; Small Animal","DesignMode={Biomimetic ECM/cell construct} | MaterialComposition={gelatin methacryloyl (GelMA); porcine liver-derived decellularized extracellular matrix (dECM)} | FabricationStrategy={Decellularization and ECM processing; Microfluidic fabrication} | TargetCell={Periodontal/dental stem cells} | ValidationStage={Cell; Human-derived; Small Animal}","FS0358","EV000889; EV000890; EV000891; EV000892; EV000893; EV000894; EV001787; EV001875; EV001876"
"CQ15","Adhesive injectable NRF2-modulating hydrogel microspheres","MaterialPlatform -[USES]-> DesignMode: Hydrogel | MaterialPlatform -[FABRICATED_BY]-> FabricationStrategy: Biomineralization; Emulsion fabrication; Surface coating | MaterialPlatform -[DELIVERS]-> TherapeuticCargo: Cordycepin | MaterialPlatform -[RELEASES]-> TherapeuticCargo: Cordycepin | MaterialPlatform -[TARGETS]-> TargetCell: Periodontal/dental stem cells | MaterialPlatform -[PROMOTES]-> RegenerativeEndpoint: Bone regeneration/osteogenesis | MaterialPlatform -[VALIDATED_AT]-> ValidationStage: Cell; Small Animal","DesignMode={Hydrogel} | FabricationStrategy={Biomineralization; Emulsion fabrication; Surface coating} | TherapeuticCargo={Cordycepin} | TherapeuticCargo={Cordycepin} | TargetCell={Periodontal/dental stem cells} | RegenerativeEndpoint={Bone regeneration/osteogenesis} | ValidationStage={Cell; Small Animal}","FS0367","EV000913; EV000914; EV000915; EV000916; EV000917; EV000918; EV000919; EV000920; EV000921; EV000922"
"CQ15","Mitochondrial-metabolism/efferocytosis-modulating microcarriers","MaterialPlatform -[USES]-> DesignMode: Nanoparticle/nanoplatform | MaterialPlatform -[DELIVERS]-> TherapeuticCargo: VGX-1027 | MaterialPlatform -[RELEASES]-> TherapeuticCargo: VGX-1027 | MaterialPlatform -[TARGETS]-> TargetCell: Macrophages/innate immune cells; Senescent cells | MaterialPlatform -[PROMOTES]-> RegenerativeEndpoint: Bone regeneration/osteogenesis | MaterialPlatform -[VALIDATED_AT]-> ValidationStage: Cell; Small Animal","DesignMode={Nanoparticle/nanoplatform} | TherapeuticCargo={VGX-1027} | TherapeuticCargo={VGX-1027} | TargetCell={Macrophages/innate immune cells; Senescent cells} | RegenerativeEndpoint={Bone regeneration/osteogenesis} | ValidationStage={Cell; Small Animal}","FS0376","EV000933; EV000934; EV000935; EV000936; EV000937; EV000938; EV000939; EV000940"
"CQ15","Phenylboronic-acid-grafted hyaluronic-acid/TIMP-3 hydrogel","MaterialPlatform -[USES]-> DesignMode: Biomimetic ECM/cell construct; Hydrogel | MaterialPlatform -[COMPOSED_OF]-> MaterialComposition: HA-ADH-PBA; Oxidized dextran (Ox-Dex) | MaterialPlatform -[DELIVERS]-> TherapeuticCargo: TIMP-3 | MaterialPlatform -[RELEASES]-> TherapeuticCargo: TIMP-3 | MaterialPlatform -[TARGETS]-> TargetCell: Macrophages/innate immune cells; Nucleus pulposus/annulus fibrosus cells | MaterialPlatform -[VALIDATED_AT]-> ValidationStage: Cell; Human-derived; Small Animal","DesignMode={Biomimetic ECM/cell construct; Hydrogel} | MaterialComposition={HA-ADH-PBA; Oxidized dextran (Ox-Dex)} | TherapeuticCargo={TIMP-3} | TherapeuticCargo={TIMP-3} | TargetCell={Macrophages/innate immune cells; Nucleus pulposus/annulus fibrosus cells} | ValidationStage={Cell; Human-derived; Small Animal}","FS0380","EV000941; EV000942; EV000943; EV000944; EV000946; EV000947; EV000948; EV000949; EV000950; EV000951; EV000952"
"CQ15","α-Arbutin-crosslinked chitosan/gelatin film","MaterialPlatform -[COMPOSED_OF]-> MaterialComposition: Chitosan; gelatin; α-arbutin | MaterialPlatform -[FABRICATED_BY]-> FabricationStrategy: Surface coating | MaterialPlatform -[TARGETS]-> TargetCell: Osteoblasts/osteocytes/osteoclasts; Senescent cells | MaterialPlatform -[MODULATES]-> Mechanism: ROS/oxidative-stress control | MaterialPlatform -[PROMOTES]-> RegenerativeEndpoint: Bone regeneration/osteogenesis | MaterialPlatform -[VALIDATED_AT]-> ValidationStage: Cell; Small Animal","MaterialComposition={Chitosan; gelatin; α-arbutin} | FabricationStrategy={Surface coating} | TargetCell={Osteoblasts/osteocytes/osteoclasts; Senescent cells} | Mechanism={ROS/oxidative-stress control} | RegenerativeEndpoint={Bone regeneration/osteogenesis} | ValidationStage={Cell; Small Animal}","FS0384","EV000959; EV000960; EV000961; EV000962; EV000963; EV000964; EV000965; EV000966; EV000967; EV000968"
"CQ15","Quercetin-loaded homogeneous PLGA microspheres","MaterialPlatform -[COMPOSED_OF]-> MaterialComposition: PLGA | MaterialPlatform -[FABRICATED_BY]-> FabricationStrategy: Microfluidic fabrication | MaterialPlatform -[DELIVERS]-> TherapeuticCargo: quercetin | MaterialPlatform -[RELEASES]-> TherapeuticCargo: quercetin | MaterialPlatform -[TARGETS]-> TargetCell: Mesenchymal stem/stromal cells | MaterialPlatform -[PROMOTES]-> RegenerativeEndpoint: Stemness/proliferation/differentiation restoration | MaterialPlatform -[VALIDATED_AT]-> ValidationStage: Cell; Human-derived","MaterialComposition={PLGA} | FabricationStrategy={Microfluidic fabrication} | TherapeuticCargo={quercetin} | TherapeuticCargo={quercetin} | TargetCell={Mesenchymal stem/stromal cells} | RegenerativeEndpoint={Stemness/proliferation/differentiation restoration} | ValidationStage={Cell; Human-derived}","FS0394","EV001001; EV001002; EV001003; EV001004; EV001005; EV001006; EV001007; EV001008"
"CQ15","FMAG nanoplatform","MaterialPlatform -[USES]-> DesignMode: Nanoparticle/nanoplatform | MaterialPlatform -[COMPOSED_OF]-> MaterialComposition: boric acid-functionalized GelMA hydrogels; MnO₂ nanoenzymes | MaterialPlatform -[FABRICATED_BY]-> FabricationStrategy: Thin-film hydration | MaterialPlatform -[RESPONDS_TO]-> Stimulus: ROS | MaterialPlatform -[DELIVERS]-> TherapeuticCargo: fisetin | MaterialPlatform -[RELEASES]-> TherapeuticCargo: fisetin | MaterialPlatform -[TARGETS]-> TargetCell: Fibroblasts/keratinocytes/skin cells | MaterialPlatform -[VALIDATED_AT]-> ValidationStage: Cell; Small Animal","DesignMode={Nanoparticle/nanoplatform} | MaterialComposition={boric acid-functionalized GelMA hydrogels; MnO₂ nanoenzymes} | FabricationStrategy={Thin-film hydration} | Stimulus={ROS} | TherapeuticCargo={fisetin} | TherapeuticCargo={fisetin} | TargetCell={Fibroblasts/keratinocytes/skin cells} | ValidationStage={Cell; Small Animal}","FS0399","EV001021; EV001022; EV001023; EV001024; EV001025; EV001026; EV001027; EV001028; EV001029; EV001791"
"CQ15","Multimodal ROS-logic-gated therapeutic platform","MaterialPlatform -[FABRICATED_BY]-> FabricationStrategy: 3D printing/bioprinting; Photocrosslinking | MaterialPlatform -[RESPONDS_TO]-> Stimulus: ROS | MaterialPlatform -[DELIVERS]-> TherapeuticCargo: rapamycin | MaterialPlatform -[RELEASES]-> TherapeuticCargo: rapamycin | MaterialPlatform -[TARGETS]-> TargetCell: Senescent cells | MaterialPlatform -[MODULATES]-> Mechanism: ROS/oxidative-stress control | MaterialPlatform -[PROMOTES]-> RegenerativeEndpoint: Bone regeneration/osteogenesis | MaterialPlatform -[VALIDATED_AT]-> ValidationStage: Cell; Small Animal","FabricationStrategy={3D printing/bioprinting; Photocrosslinking} | Stimulus={ROS} | TherapeuticCargo={rapamycin} | TherapeuticCargo={rapamycin} | TargetCell={Senescent cells} | Mechanism={ROS/oxidative-stress control} | RegenerativeEndpoint={Bone regeneration/osteogenesis} | ValidationStage={Cell; Small Animal}","FS0400","EV001030; EV001031; EV001032; EV001033; EV001034; EV001035; EV001036; EV001037; EV001792; EV001793"
"CQ15","PDA@RES NIR-responsive core–shell nanoplatform","MaterialPlatform -[USES]-> DesignMode: Nanoparticle/nanoplatform | MaterialPlatform -[RESPONDS_TO]-> Stimulus: Acidic pH; NIR light | MaterialPlatform -[TARGETS]-> TargetCell: Endothelial/vascular cells | MaterialPlatform -[MODULATES]-> Mechanism: Mitochondrial homeostasis/mitophagy | MaterialPlatform -[PROMOTES]-> RegenerativeEndpoint: Wound healing/skin regeneration | MaterialPlatform -[VALIDATED_AT]-> ValidationStage: Cell; Small Animal","DesignMode={Nanoparticle/nanoplatform} | Stimulus={Acidic pH; NIR light} | TargetCell={Endothelial/vascular cells} | Mechanism={Mitochondrial homeostasis/mitophagy} | RegenerativeEndpoint={Wound healing/skin regeneration} | ValidationStage={Cell; Small Animal}","FS0402","EV001043; EV001044; EV001045; EV001046; EV001047; EV001048; EV001795; EV001881"
"CQ15","synFGF18 mRNA lipid nanoparticles","MaterialPlatform -[USES]-> DesignMode: Nanoparticle/nanoplatform | MaterialPlatform -[COMPOSED_OF]-> MaterialComposition: FGF18 mRNA; lipid nanoparticles | MaterialPlatform -[DELIVERS]-> TherapeuticCargo: FGF18 mRNA | MaterialPlatform -[TARGETS]-> TargetCell: Chondrocytes/cartilage progenitors | MaterialPlatform -[MODULATES]-> Mechanism: Autophagy/lysosomal homeostasis | MaterialPlatform -[VALIDATED_AT]-> ValidationStage: Cell; Small Animal","DesignMode={Nanoparticle/nanoplatform} | MaterialComposition={FGF18 mRNA; lipid nanoparticles} | TherapeuticCargo={FGF18 mRNA} | TargetCell={Chondrocytes/cartilage progenitors} | Mechanism={Autophagy/lysosomal homeostasis} | ValidationStage={Cell; Small Animal}","FS0404","EV001049; EV001050; EV001051; EV001052; EV001053; EV001054; EV001055; EV001796"
